id,route_or_scope,page_or_context,source_file,line,placement,original_text,purpose,background,polish_notes
C422,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,102,标题,旅行册里，,建立页面/卡片主命题与注意力层级。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C423,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,102,标题,还没有一张关系票根。,建立页面/卡片主命题与注意力层级。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C424,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,103,说明正文,不用在这里刷匹配。它出门时会自己遇见别的真实 Persona；你只能用纸条轻轻影响路线，不能点名对象。,解释机制、原因、边界或当前发生了什么。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C425,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,105,标签/状态,回窝准备下一趟 <b>→</b>,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C426,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,114,无障碍/图像说明,本喵,帮助屏幕阅读器或解释视觉对象。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C427,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,115,其他固定 UI 文案,本喵,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C428,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,117,标签/状态,综合,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C429,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,124,标签/状态,综合,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C430,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,129,标签/状态,同一个真实知乎问题 · {encounter.provenance.contentSource},给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C431,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,131,其他固定 UI 文案,在知乎看看原问题 →,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C432,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,139,标签/状态,本喵,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C433,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,139,标签/状态,对方 Persona,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C434,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,147,标签/状态,第一段共同历史 · {Math.floor(encounter.turns.length / 2)} 轮 · {dialogueCharCount} 字 · {formatTime(encounter.completedAt)},给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C435,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,148,标题,初见,建立页面/卡片主命题与注意力层级。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C436,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,152,标签/状态,熟悉度 {encounter.relationship.familiarity},给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C437,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,153,标签/状态,"<b>化学反应 {encounter.relationship.chemistry >= 0 ? ""+"" : """"}{encounter.relationship.chemistry}</b>",给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C438,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,154,标签/状态,已相遇 {encounter.relationship.encounterCount} 次,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C439,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,160,标签/状态,回窝等下一趟 <b>→</b>,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C440,/hatch/scanning + /hatch/reveal,共享组件,src/features/demo/live-client.tsx,130,其他固定 UI 文案,写过什么？,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C441,/hatch/scanning + /hatch/reveal,共享组件,src/features/demo/live-client.tsx,130,其他固定 UI 文案,读取公开创作,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C442,/hatch/scanning + /hatch/reveal,共享组件,src/features/demo/live-client.tsx,130,其他固定 UI 文案,分析表达长度与结构,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C443,/hatch/scanning + /hatch/reveal,共享组件,src/features/demo/live-client.tsx,131,其他固定 UI 文案,关注谁？,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C444,/hatch/scanning + /hatch/reveal,共享组件,src/features/demo/live-client.tsx,131,其他固定 UI 文案,读取关注关系,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
